product_id,site_id,date,engine_hrs,fuel_l,engine_temp_c,_cum_hours
216B3-U02,S006,2026-07-09,6.4,101.6,86.4,4186.0
216B3-U02,S006,2026-07-10,8.9,140.7,86.5,4194.9
216B3-U02,S006,2026-07-11,8.3,132.0,86.2,4203.2
216B3-U02,S006,2026-07-12,7.0,110.6,86.0,4210.2
216B3-U02,S006,2026-07-13,8.0,127.6,86.2,4218.2
216B3-U02,S006,2026-07-14,7.2,115.1,85.8,4225.4
216B3-U02,S006,2026-07-15,6.0,95.7,86.7,4231.4
216B3-U02,S006,2026-07-16,7.8,124.2,86.2,4239.2
216B3-U02,S006,2026-07-17,7.8,124.6,86.6,4247.0
216B3-U02,S006,2026-07-18,6.6,106.3,86.7,4253.6
216B3-U02,S006,2026-07-19,7.6,121.6,85.9,4261.2
216B3-U02,S006,2026-07-20,7.1,114.2,86.8,4268.3
216B3-U02,S006,2026-07-21,8.1,129.6,87.1,4276.4
216B3-U02,S006,2026-07-22,7.4,118.1,86.2,4283.8
216B3-U02,S006,2026-07-23,7.9,127.7,86.2,4291.7
216B3-U02,S006,2026-07-24,5.2,83.5,86.5,4296.9
216B3-U02,S006,2026-07-25,7.2,115.8,86.1,4304.0
216B3-U02,S006,2026-07-26,6.8,110.1,86.3,4310.9
216B3-U02,S006,2026-07-27,7.8,125.5,86.8,4318.7
216B3-U02,S006,2026-07-28,5.7,91.9,86.8,4324.3
216B3-U02,S006,2026-07-29,7.3,118.8,86.5,4331.7
216B3-U02,S006,2026-07-30,8.9,144.3,86.5,4340.6
216B3-U02,S006,2026-07-31,5.7,92.6,86.5,4346.3
216B3-U02,S006,2026-08-01,8.2,132.9,87.2,4354.4
216B3-U02,S006,2026-08-02,6.8,110.8,86.5,4361.3
216B3-U02,S006,2026-08-03,8.5,138.6,87.2,4369.8
216B3-U02,S006,2026-08-04,6.1,98.9,87.1,4375.8
216B3-U02,S006,2026-08-05,10.0,163.1,87.6,4385.9
216B3-U02,S006,2026-08-06,8.5,139.1,87.7,4394.4
MD6250-U02,S006,2026-07-08,10.0,138.6,85.6,2669.9
MD6250-U02,S006,2026-07-09,10.5,147.1,85.3,2680.5
MD6250-U02,S006,2026-07-10,9.0,126.6,85.6,2689.5
MD6250-U02,S006,2026-07-11,7.9,110.6,86.3,2697.4
MD6250-U02,S006,2026-07-12,5.2,73.8,85.8,2702.7
MD6250-U02,S006,2026-07-13,9.0,126.6,85.9,2711.7
MD6250-U02,S006,2026-07-14,9.5,133.3,85.4,2721.1
MD6250-U02,S006,2026-07-15,9.3,130.8,85.4,2730.5
MD6250-U02,S006,2026-07-16,7.3,102.7,85.7,2737.7
MD6250-U02,S006,2026-07-17,3.8,54.2,85.6,2741.6
MD6250-U02,S006,2026-07-18,6.2,87.3,85.4,2747.8
MD6250-U02,S006,2026-07-19,8.5,119.7,85.4,2756.2
MD6250-U02,S006,2026-07-20,7.3,103.7,85.9,2763.5
MD6250-U02,S006,2026-07-21,6.2,88.2,86.6,2769.8
MD6250-U02,S006,2026-07-22,7.6,107.0,85.9,2777.3
MD6250-U02,S006,2026-07-23,6.7,94.4,85.6,2784.0
MD6250-U02,S006,2026-07-24,8.3,117.9,86.0,2792.3
MD6250-U02,S006,2026-07-25,7.7,108.9,86.0,2800.0
MD6250-U02,S006,2026-07-26,7.3,103.7,86.2,2807.3
MD6250-U02,S006,2026-07-27,7.9,113.0,85.9,2815.2
MD6250-U02,S006,2026-07-28,6.5,92.9,86.5,2821.7
MD6250-U02,S006,2026-07-29,7.0,99.6,86.1,2828.7
MD6250-U02,S006,2026-07-30,9.1,129.4,86.4,2837.8
MD6250-U02,S006,2026-07-31,7.4,105.7,86.1,2845.2
MD6250-U02,S006,2026-08-01,6.8,97.4,86.1,2852.0
MD6250-U02,S006,2026-08-02,6.2,88.8,86.4,2858.2
MD6250-U02,S006,2026-08-03,7.5,108.1,86.8,2865.7
MD6250-U02,S006,2026-08-04,9.2,131.2,87.2,2874.9
MD6250-U02,S006,2026-08-05,8.7,124.6,86.9,2883.6
MD6250-U02,S006,2026-08-06,8.2,118.8,86.6,2891.8
MD6250-U03,S006,2026-07-08,7.8,118.3,87.8,5977.0
MD6250-U03,S006,2026-07-09,9.0,138.3,88.5,5986.0
MD6250-U03,S006,2026-07-10,6.0,91.3,88.2,5992.0
MD6250-U03,S006,2026-07-11,7.3,113.0,88.2,5999.3
MD6250-U03,S006,2026-07-12,8.6,132.2,88.2,6007.9
MD6250-U03,S006,2026-07-13,6.6,100.9,88.4,6014.5
MD6250-U03,S006,2026-07-14,6.4,99.1,87.9,6020.9
MD6250-U03,S006,2026-07-15,7.7,118.6,88.2,6028.6
MD6250-U03,S006,2026-07-16,7.2,111.5,87.7,6035.9
MD6250-U03,S006,2026-07-17,8.2,126.8,88.4,6044.1
MD6250-U03,S006,2026-07-18,7.3,112.8,88.4,6051.4
MD6250-U03,S006,2026-07-19,6.2,95.8,88.2,6057.6
MD6250-U03,S006,2026-07-20,7.7,119.7,88.6,6065.3
MD6250-U03,S006,2026-07-21,8.6,134.2,88.9,6074.0
MD6250-U03,S006,2026-07-22,10.3,158.8,87.8,6084.2
MD6250-U03,S006,2026-07-23,7.3,113.8,88.3,6091.5
MD6250-U03,S006,2026-07-24,7.6,118.4,88.5,6099.1
MD6250-U03,S006,2026-07-25,8.7,135.5,88.7,6107.8
MD6250-U03,S006,2026-07-26,8.7,135.4,88.1,6116.5
MD6250-U03,S006,2026-07-27,6.8,106.4,88.8,6123.4
MD6250-U03,S006,2026-07-28,9.1,141.3,88.1,6132.4
MD6250-U03,S006,2026-07-29,6.3,97.8,88.6,6138.7
MD6250-U03,S006,2026-07-30,6.7,105.8,89.1,6145.4
MD6250-U03,S006,2026-07-31,8.5,132.2,88.2,6153.9
MD6250-U03,S006,2026-08-01,8.4,131.7,88.3,6162.3
MD6250-U03,S006,2026-08-02,9.2,144.5,88.3,6171.5
MD6250-U03,S006,2026-08-03,9.1,142.4,88.8,6180.6
MD6250-U03,S006,2026-08-04,8.1,127.1,89.1,6188.6
MD6250-U03,S006,2026-08-05,5.5,86.4,88.6,6194.1
MD6250-U03,S006,2026-08-06,6.1,96.8,88.9,6200.3
815-U02,S006,2026-07-08,6.9,100.8,87.6,3291.5
815-U02,S006,2026-07-09,8.5,124.4,87.7,3300.0
815-U02,S006,2026-07-10,8.2,120.2,88.5,3308.2
815-U02,S006,2026-07-11,8.6,125.9,87.4,3316.8
815-U02,S006,2026-07-12,6.1,90.1,87.8,3322.9
815-U02,S006,2026-07-13,6.7,98.7,88.1,3329.7
815-U02,S006,2026-07-14,7.1,104.9,88.2,3336.8
815-U02,S006,2026-07-15,7.9,116.2,87.6,3344.7
815-U02,S006,2026-07-16,6.8,99.7,88.7,3351.5
815-U02,S006,2026-07-17,7.1,104.9,88.4,3358.6
815-U02,S006,2026-07-18,7.6,111.9,88.1,3366.1
815-U02,S006,2026-07-19,3.7,54.5,88.8,3369.8
815-U02,S006,2026-07-20,5.9,87.2,88.7,3375.7
815-U02,S006,2026-07-21,4.5,67.0,88.0,3380.3
815-U02,S006,2026-07-22,6.1,89.5,88.7,3386.3
815-U02,S006,2026-07-23,8.3,122.7,88.0,3394.6
815-U02,S006,2026-07-24,4.5,66.9,88.6,3399.1
815-U02,S006,2026-07-25,7.2,107.0,87.9,3406.3
815-U02,S006,2026-07-26,9.1,134.8,89.1,3415.4
815-U02,S006,2026-07-27,7.7,115.0,89.1,3423.1
815-U02,S006,2026-07-28,8.0,118.9,88.7,3431.1
815-U02,S006,2026-07-29,8.1,120.2,88.6,3439.1
815-U02,S006,2026-07-30,6.7,100.3,89.2,3445.9
815-U02,S006,2026-07-31,6.3,94.4,89.0,3452.2
815-U02,S006,2026-08-01,8.4,124.8,89.2,3460.5
815-U02,S006,2026-08-02,7.6,113.2,89.3,3468.1
815-U02,S006,2026-08-03,9.3,138.9,88.7,3477.4
815-U02,S006,2026-08-04,7.3,109.2,88.7,3484.6
815-U02,S006,2026-08-05,7.3,109.4,89.0,3491.9
815-U02,S006,2026-08-06,8.0,119.5,88.7,3499.9
815-U03,S003,2026-07-08,8.1,87.7,89.9,3698.7
815-U03,S003,2026-07-09,7.0,75.4,89.9,3705.7
815-U03,S003,2026-07-10,6.9,74.3,89.7,3712.6
815-U03,S003,2026-07-11,9.8,105.6,90.1,3722.4
815-U03,S003,2026-07-12,6.1,65.8,89.6,3728.5
815-U03,S003,2026-07-13,9.4,102.2,90.0,3737.9
815-U03,S003,2026-07-14,9.3,101.3,90.2,3747.3
815-U03,S003,2026-07-15,6.2,67.8,89.7,3753.5
815-U03,S003,2026-07-16,7.2,78.8,89.2,3760.7
815-U03,S003,2026-07-17,9.3,101.0,89.3,3770.0
815-U03,S003,2026-07-18,7.9,85.8,90.2,3777.9
815-U03,S003,2026-07-19,6.7,72.9,89.8,3784.6
815-U03,S003,2026-07-20,6.9,75.4,90.4,3791.5
815-U03,S003,2026-07-21,10.7,116.1,89.4,3802.2
815-U03,S003,2026-07-22,8.6,94.0,89.5,3810.7
815-U03,S003,2026-07-23,7.2,79.5,90.5,3818.0
815-U03,S003,2026-07-24,7.8,84.7,90.3,3825.8
815-U03,S003,2026-07-25,6.2,67.5,90.4,3831.9
815-U03,S003,2026-07-26,5.5,59.7,89.7,3837.4
815-U03,S003,2026-07-27,5.6,61.4,90.3,3843.0
815-U03,S003,2026-07-28,8.6,95.2,90.2,3851.7
815-U03,S003,2026-07-29,8.7,95.0,89.8,3860.3
815-U03,S003,2026-07-30,7.4,82.1,90.8,3867.8
815-U03,S003,2026-07-31,4.8,52.5,90.7,3872.5
815-U03,S003,2026-08-01,7.1,78.7,90.2,3879.7
815-U03,S003,2026-08-02,7.3,80.8,90.2,3887.0
815-U03,S003,2026-08-03,9.3,102.1,90.8,3896.2
815-U03,S003,2026-08-04,7.8,86.2,90.7,3904.0
815-U03,S003,2026-08-05,9.7,107.9,90.2,3913.7
815-U03,S003,2026-08-06,6.9,76.0,89.9,3920.6
330-UHD-U01,S003,2026-07-08,7.3,92.0,83.5,1903.8
330-UHD-U01,S003,2026-07-09,10.7,135.9,82.7,1914.5
330-UHD-U01,S003,2026-07-10,9.3,118.8,83.1,1923.8
330-UHD-U01,S003,2026-07-11,8.0,102.6,83.4,1931.9
330-UHD-U01,S003,2026-07-12,6.0,76.0,83.4,1937.9
330-UHD-U01,S003,2026-07-13,6.5,82.6,83.4,1944.3
330-UHD-U01,S003,2026-07-14,8.4,106.1,83.2,1952.7
330-UHD-U01,S003,2026-07-15,8.0,101.1,83.1,1960.7
330-UHD-U01,S003,2026-07-16,6.7,85.3,83.2,1967.4
330-UHD-U01,S003,2026-07-17,5.2,66.6,84.2,1972.6
330-UHD-U01,S003,2026-07-18,4.7,60.1,83.5,1977.3
330-UHD-U01,S003,2026-07-19,6.0,77.4,83.4,1983.3
330-UHD-U01,S003,2026-07-20,6.2,79.7,83.6,1989.5
330-UHD-U01,S003,2026-07-21,6.0,77.2,83.4,1995.5
330-UHD-U01,S003,2026-07-22,7.1,91.3,83.3,2002.6
330-UHD-U01,S003,2026-07-23,7.3,93.5,83.4,2009.9
330-UHD-U01,S003,2026-07-24,10.3,133.0,84.5,2020.2
330-UHD-U01,S003,2026-07-25,6.1,78.5,84.3,2026.3
330-UHD-U01,S003,2026-07-26,7.4,94.9,84.1,2033.6
330-UHD-U01,S003,2026-07-27,7.7,99.6,83.6,2041.4
330-UHD-U01,S003,2026-07-28,7.4,95.5,83.5,2048.8
330-UHD-U01,S003,2026-07-29,6.5,84.0,84.4,2055.3
330-UHD-U01,S003,2026-07-30,5.8,75.7,84.0,2061.1
330-UHD-U01,S003,2026-07-31,9.8,126.1,84.2,2070.9
330-UHD-U01,S003,2026-08-01,7.2,93.5,84.6,2078.0
330-UHD-U01,S003,2026-08-02,7.5,97.2,84.3,2085.5
330-UHD-U01,S003,2026-08-03,7.6,98.6,83.8,2093.1
330-UHD-U01,S003,2026-08-04,6.7,87.8,83.9,2099.8
330-UHD-U01,S003,2026-08-05,7.3,94.6,84.5,2107.1
330-UHD-U01,S003,2026-08-06,6.9,89.7,84.4,2114.0
MD6250-U04,S003,2026-07-08,9.5,130.3,86.7,6495.2
MD6250-U04,S003,2026-07-09,10.5,144.6,86.2,6505.8
MD6250-U04,S003,2026-07-10,7.6,105.3,87.7,6513.4
MD6250-U04,S003,2026-07-11,6.0,84.1,86.7,6519.4
MD6250-U04,S003,2026-07-12,8.2,114.7,88.2,6527.6
MD6250-U04,S003,2026-07-13,5.9,83.6,88.3,6533.5
MD6250-U04,S003,2026-07-14,5.4,76.1,88.0,6538.9
MD6250-U04,S003,2026-07-15,7.6,110.0,88.5,6546.5
MD6250-U04,S003,2026-07-16,7.5,107.9,88.3,6554.0
MD6250-U04,S003,2026-07-17,9.1,131.7,89.9,6563.1
MD6250-U04,S003,2026-07-18,4.9,71.8,89.5,6568.0
MD6250-U04,S003,2026-07-19,8.1,118.2,88.8,6576.1
MD6250-U04,S003,2026-07-20,7.0,102.7,89.0,6583.1
MD6250-U04,S003,2026-07-21,8.3,123.5,90.2,6591.4
MD6250-U04,S003,2026-07-22,6.6,98.4,91.1,6598.0
MD6250-U04,S003,2026-07-23,6.8,101.6,90.8,6604.7
MD6250-U04,S003,2026-07-24,8.8,133.8,91.5,6613.5
MD6250-U04,S003,2026-07-25,7.9,118.6,91.3,6621.4
MD6250-U04,S003,2026-07-26,9.2,139.3,91.3,6630.6
MD6250-U04,S003,2026-07-27,6.6,101.5,92.1,6637.2
MD6250-U04,S003,2026-07-28,7.0,108.5,91.7,6644.2
MD6250-U04,S003,2026-07-29,5.3,82.9,91.4,6649.5
MD6250-U04,S003,2026-07-30,8.2,127.1,92.0,6657.7
MD6250-U04,S003,2026-07-31,8.4,131.1,92.2,6666.1
MD6250-U04,S003,2026-08-01,7.0,110.1,92.8,6673.1
MD6250-U04,S003,2026-08-02,6.8,108.2,94.0,6679.9
MD6250-U04,S003,2026-08-03,7.9,127.0,94.1,6687.8
MD6250-U04,S003,2026-08-04,7.6,122.8,93.9,6695.4
MD6250-U04,S003,2026-08-05,9.0,145.1,93.7,6704.5
MD6250-U04,S003,2026-08-06,7.1,114.5,94.0,6711.5
239D3-U03,S003,2026-07-08,9.9,112.0,86.1,2419.8
239D3-U03,S003,2026-07-09,6.0,68.2,86.6,2425.9
239D3-U03,S003,2026-07-10,9.2,104.8,86.2,2435.1
239D3-U03,S003,2026-07-11,7.5,85.0,86.6,2442.7
239D3-U03,S003,2026-07-12,9.1,103.1,86.8,2451.7
239D3-U03,S003,2026-07-13,7.3,82.7,87.0,2459.0
239D3-U03,S003,2026-07-14,6.7,76.4,86.5,2465.8
239D3-U03,S003,2026-07-15,6.5,73.9,87.1,2472.3
239D3-U03,S003,2026-07-16,5.6,63.9,86.5,2477.9
239D3-U03,S003,2026-07-17,10.7,121.9,87.2,2488.6
239D3-U03,S003,2026-07-18,5.5,62.2,86.1,2494.1
239D3-U03,S003,2026-07-19,10.8,123.1,86.2,2504.9
239D3-U03,S003,2026-07-20,7.8,88.6,87.1,2512.7
239D3-U03,S003,2026-07-21,9.9,112.8,86.3,2522.7
239D3-U03,S003,2026-07-22,6.8,77.7,87.4,2529.4
239D3-U03,S003,2026-07-23,4.7,53.8,87.3,2534.1
239D3-U03,S003,2026-07-24,9.1,104.2,87.5,2543.3
239D3-U03,S003,2026-07-25,6.0,68.0,86.4,2549.2
239D3-U03,S003,2026-07-26,6.6,75.7,86.8,2555.8
239D3-U03,S003,2026-07-27,8.6,99.1,86.8,2564.4
239D3-U03,S003,2026-07-28,6.3,72.7,86.7,2570.8
239D3-U03,S003,2026-07-29,7.8,90.3,87.5,2578.6
239D3-U03,S003,2026-07-30,6.1,69.7,87.6,2584.7
239D3-U03,S003,2026-07-31,7.0,81.3,87.7,2591.7
239D3-U03,S003,2026-08-01,6.8,78.3,86.8,2598.5
239D3-U03,S003,2026-08-02,7.3,84.0,87.1,2605.8
239D3-U03,S003,2026-08-03,6.1,70.9,87.4,2611.9
239D3-U03,S003,2026-08-04,9.4,108.5,87.0,2621.3
239D3-U03,S003,2026-08-05,7.5,86.2,88.0,2628.8
239D3-U03,S003,2026-08-06,7.6,88.6,87.1,2636.4
D3-U03,S003,2026-07-08,8.4,108.7,84.4,3548.4
D3-U03,S003,2026-07-09,7.4,94.5,84.6,3555.8
D3-U03,S003,2026-07-10,6.4,83.2,83.8,3562.2
D3-U03,S003,2026-07-11,7.4,95.3,84.2,3569.6
D3-U03,S003,2026-07-12,6.5,83.9,84.7,3576.1
D3-U03,S003,2026-07-13,7.8,100.7,84.3,3583.9
D3-U03,S003,2026-07-14,8.5,109.4,84.5,3592.4
D3-U03,S003,2026-07-15,5.4,69.3,84.4,3597.8
D3-U03,S003,2026-07-16,6.1,79.3,84.2,3603.9
D3-U03,S003,2026-07-17,6.8,88.0,84.0,3610.7
D3-U03,S003,2026-07-18,8.8,113.9,84.1,3619.5
D3-U03,S003,2026-07-19,6.5,84.3,84.2,3625.9
D3-U03,S003,2026-07-20,6.8,88.0,84.6,3632.7
D3-U03,S003,2026-07-21,9.6,125.1,84.5,3642.3
D3-U03,S003,2026-07-22,7.8,101.1,84.0,3650.1
D3-U03,S003,2026-07-23,8.7,113.6,85.0,3658.9
D3-U03,S003,2026-07-24,7.3,94.3,85.1,3666.1
D3-U03,S003,2026-07-25,9.1,119.4,84.7,3675.2
D3-U03,S003,2026-07-26,5.8,75.3,84.8,3681.0
D3-U03,S003,2026-07-27,6.7,87.3,85.1,3687.7
D3-U03,S003,2026-07-28,8.2,107.3,85.3,3695.9
D3-U03,S003,2026-07-29,6.7,87.0,84.4,3702.5
D3-U03,S003,2026-07-30,7.4,97.3,85.4,3710.0
D3-U03,S003,2026-07-31,6.2,81.6,85.3,3716.1
D3-U03,S003,2026-08-01,7.7,101.2,85.1,3723.9
D3-U03,S003,2026-08-02,5.2,68.2,85.2,3729.0
D3-U03,S003,2026-08-03,5.7,75.7,84.8,3734.8
D3-U03,S003,2026-08-04,6.9,90.9,85.6,3741.7
D3-U03,S003,2026-08-05,6.7,89.5,84.9,3748.4
D3-U03,S003,2026-08-06,6.3,83.1,84.6,3754.7
216B3-U03,S003,2026-07-08,7.5,110.3,84.3,4489.9
216B3-U03,S003,2026-07-09,6.6,97.2,84.0,4496.5
216B3-U03,S003,2026-07-10,7.6,111.4,84.3,4504.1
216B3-U03,S003,2026-07-11,6.6,97.2,83.8,4510.7
216B3-U03,S003,2026-07-12,7.2,106.1,83.9,4517.9
216B3-U03,S003,2026-07-13,8.3,121.3,84.7,4526.2
216B3-U03,S003,2026-07-14,8.7,127.3,84.9,4534.9
216B3-U03,S003,2026-07-15,4.9,71.6,84.1,4539.7
216B3-U03,S003,2026-07-16,5.4,79.9,84.0,4545.1
216B3-U03,S003,2026-07-17,7.9,115.9,84.1,4553.0
216B3-U03,S003,2026-07-18,7.5,110.9,84.5,4560.5
216B3-U03,S003,2026-07-19,6.9,102.3,84.7,4567.5
216B3-U03,S003,2026-07-20,7.2,106.7,84.3,4574.7
216B3-U03,S003,2026-07-21,8.3,121.9,85.3,4582.9
216B3-U03,S003,2026-07-22,7.5,111.6,84.6,4590.4
216B3-U03,S003,2026-07-23,8.2,121.6,85.1,4598.7
216B3-U03,S003,2026-07-24,8.8,130.9,84.7,4607.4
216B3-U03,S003,2026-07-25,6.4,95.8,85.2,4613.9
216B3-U03,S003,2026-07-26,7.0,103.5,85.1,4620.8
216B3-U03,S003,2026-07-27,9.6,142.5,85.0,4630.4
216B3-U03,S003,2026-07-28,5.1,76.8,85.2,4635.5
216B3-U03,S003,2026-07-29,8.9,133.1,85.0,4644.4
216B3-U03,S003,2026-07-30,6.3,93.6,85.0,4650.7
216B3-U03,S003,2026-07-31,5.3,79.6,84.6,4656.0
216B3-U03,S003,2026-08-01,6.8,101.9,85.5,4662.7
216B3-U03,S003,2026-08-02,6.0,89.5,85.0,4668.7
216B3-U03,S003,2026-08-03,6.0,89.9,85.7,4674.7
216B3-U03,S003,2026-08-04,7.0,104.6,85.5,4681.7
216B3-U03,S003,2026-08-05,7.1,106.6,85.9,4688.8
216B3-U03,S003,2026-08-06,4.8,72.4,85.5,4693.6
330-UHD-U02,S004,2026-07-08,8.9,85.4,81.9,5284.6
330-UHD-U02,S004,2026-07-09,7.2,69.9,83.0,5291.8
330-UHD-U02,S004,2026-07-10,8.1,81.2,84.5,5299.9
330-UHD-U02,S004,2026-07-11,5.2,52.8,85.2,5305.1
330-UHD-U02,S004,2026-07-12,7.2,73.7,85.1,5312.4
330-UHD-U02,S004,2026-07-13,5.6,58.2,87.1,5318.0
330-UHD-U02,S004,2026-07-14,7.2,75.4,87.1,5325.2
330-UHD-U02,S004,2026-07-15,6.5,70.6,87.5,5331.7
330-UHD-U02,S004,2026-07-16,6.4,68.7,89.6,5338.1
330-UHD-U02,S004,2026-07-17,6.5,72.3,91.1,5344.6
330-UHD-U02,S004,2026-07-18,6.6,73.9,90.0,5351.2
330-UHD-U02,S004,2026-07-19,7.5,86.0,92.7,5358.7
330-UHD-U02,S004,2026-07-20,7.3,84.0,92.4,5366.0
330-UHD-U02,S004,2026-07-21,8.2,94.7,93.0,5374.3
330-UHD-U02,S004,2026-07-22,7.5,88.6,93.7,5381.7
330-UHD-U02,S004,2026-07-23,8.6,103.3,94.8,5390.3
330-UHD-U02,S004,2026-07-24,8.1,97.1,97.2,5398.4
330-UHD-U02,S004,2026-07-25,7.4,90.5,97.3,5405.9
330-UHD-U02,S004,2026-07-26,8.1,100.1,97.0,5414.0
330-UHD-U02,S004,2026-07-27,11.0,137.5,98.9,5425.1
330-UHD-U02,S004,2026-07-28,8.1,102.9,98.5,5433.2
330-UHD-U02,S004,2026-07-29,3.3,42.6,99.5,5436.5
330-UHD-U02,S004,2026-07-30,3.9,50.2,100.1,5440.4
330-UHD-U02,S004,2026-07-31,7.1,93.4,101.0,5447.5
330-UHD-U02,S004,2026-08-01,8.0,106.9,102.9,5455.5
330-UHD-U02,S004,2026-08-02,6.9,92.8,103.5,5462.4
330-UHD-U02,S004,2026-08-03,6.9,94.6,105.2,5469.4
330-UHD-U02,S004,2026-08-04,8.9,121.9,104.1,5478.3
330-UHD-U02,S004,2026-08-05,8.8,121.9,106.5,5487.0
330-UHD-U02,S004,2026-08-06,6.9,95.9,107.2,5493.9
D11-U01,S004,2026-07-08,9.0,94.2,87.8,1580.2
D11-U01,S004,2026-07-09,7.0,74.2,87.0,1587.2
D11-U01,S004,2026-07-10,9.8,103.9,87.0,1597.0
D11-U01,S004,2026-07-11,7.3,77.3,88.2,1604.3
D11-U01,S004,2026-07-12,8.2,86.8,87.8,1612.5
D11-U01,S004,2026-07-13,9.4,98.8,88.1,1621.9
D11-U01,S004,2026-07-14,7.2,76.5,88.2,1629.1
D11-U01,S004,2026-07-15,6.4,68.2,87.8,1635.6
D11-U01,S004,2026-07-16,6.5,69.4,88.4,1642.1
D11-U01,S004,2026-07-17,5.5,59.0,87.7,1647.6
D11-U01,S004,2026-07-18,5.8,61.7,87.7,1653.4
D11-U01,S004,2026-07-19,6.4,68.4,87.7,1659.8
D11-U01,S004,2026-07-20,7.7,82.2,88.4,1667.5
D11-U01,S004,2026-07-21,7.2,77.6,87.9,1674.7
D11-U01,S004,2026-07-22,6.6,70.5,88.1,1681.3
D11-U01,S004,2026-07-23,6.9,73.4,87.9,1688.2
D11-U01,S004,2026-07-24,6.6,70.6,87.9,1694.8
D11-U01,S004,2026-07-25,6.7,71.5,87.8,1701.5
D11-U01,S004,2026-07-26,4.8,51.5,88.7,1706.3
D11-U01,S004,2026-07-27,6.4,69.0,88.1,1712.7
D11-U01,S004,2026-07-28,7.5,80.5,88.2,1720.2
D11-U01,S004,2026-07-29,7.5,80.9,87.9,1727.7
D11-U01,S004,2026-07-30,8.2,88.5,88.9,1735.9
D11-U01,S004,2026-07-31,6.6,70.5,88.3,1742.5
D11-U01,S004,2026-08-01,8.1,87.1,88.5,1750.6
D11-U01,S004,2026-08-02,6.6,71.6,88.0,1757.2
D11-U01,S004,2026-08-03,7.5,81.1,88.9,1764.7
D11-U01,S004,2026-08-04,8.6,93.0,88.3,1773.3
D11-U01,S004,2026-08-05,6.3,68.1,89.1,1779.6
D11-U01,S004,2026-08-06,7.6,83.2,89.0,1787.2
785-U01,S004,2026-07-08,6.4,99.0,83.2,1793.5
785-U01,S004,2026-07-09,7.7,118.5,82.4,1801.2
785-U01,S004,2026-07-10,5.6,86.7,82.3,1806.8
785-U01,S004,2026-07-11,7.3,112.9,82.7,1814.1
785-U01,S004,2026-07-12,6.6,102.3,83.4,1820.7
785-U01,S004,2026-07-13,8.4,129.7,83.0,1829.1
785-U01,S004,2026-07-14,8.1,124.9,82.8,1837.2
785-U01,S004,2026-07-15,9.7,149.7,82.8,1846.9
785-U01,S004,2026-07-16,8.2,126.9,83.4,1855.1
785-U01,S004,2026-07-17,8.3,128.5,83.6,1863.4
785-U01,S004,2026-07-18,6.3,98.4,82.7,1869.7
785-U01,S004,2026-07-19,8.8,136.9,82.7,1878.5
785-U01,S004,2026-07-20,7.1,110.3,83.4,1885.6
785-U01,S004,2026-07-21,8.4,130.3,83.5,1893.9
785-U01,S004,2026-07-22,7.5,117.1,82.7,1901.5
785-U01,S004,2026-07-23,9.1,142.2,82.9,1910.6
785-U01,S004,2026-07-24,5.8,91.6,83.8,1916.4
785-U01,S004,2026-07-25,6.0,93.5,83.4,1922.4
785-U01,S004,2026-07-26,8.6,134.6,83.7,1931.0
785-U01,S004,2026-07-27,9.8,154.0,83.5,1940.8
785-U01,S004,2026-07-28,8.4,131.3,83.5,1949.1
785-U01,S004,2026-07-29,8.7,137.0,83.5,1957.8
785-U01,S004,2026-07-30,7.3,114.2,84.0,1965.1
785-U01,S004,2026-07-31,9.1,143.1,84.1,1974.2
785-U01,S004,2026-08-01,8.0,126.7,83.5,1982.2
785-U01,S004,2026-08-02,7.0,111.5,83.8,1989.3
785-U01,S004,2026-08-03,10.6,167.8,83.5,1999.9
785-U01,S004,2026-08-04,7.1,112.1,84.0,2007.0
785-U01,S004,2026-08-05,8.3,131.9,84.4,2015.3
785-U01,S004,2026-08-06,6.3,100.1,83.6,2021.6
239D3-U04,S004,2026-07-08,8.1,121.3,88.0,1844.1
239D3-U04,S004,2026-07-09,7.3,108.6,88.5,1851.4
239D3-U04,S004,2026-07-10,8.0,121.0,88.4,1859.4
239D3-U04,S004,2026-07-11,10.5,160.1,88.2,1869.9
239D3-U04,S004,2026-07-12,5.0,76.8,89.5,1875.0
239D3-U04,S004,2026-07-13,8.5,129.8,89.1,1883.4
239D3-U04,S004,2026-07-14,5.5,85.4,89.3,1888.9
239D3-U04,S004,2026-07-15,6.5,101.8,90.3,1895.4
239D3-U04,S004,2026-07-16,6.8,107.8,90.0,1902.3
239D3-U04,S004,2026-07-17,7.4,117.4,89.8,1909.7
239D3-U04,S004,2026-07-18,11.8,188.5,89.9,1921.5
239D3-U04,S004,2026-07-19,6.4,102.5,90.5,1928.0
239D3-U04,S004,2026-07-20,7.9,127.4,91.3,1935.9
239D3-U04,S004,2026-07-21,5.8,94.0,91.2,1941.7
239D3-U04,S004,2026-07-22,8.0,129.7,91.3,1949.7
239D3-U04,S004,2026-07-23,7.1,116.0,90.7,1956.8
239D3-U04,S004,2026-07-24,5.5,89.2,91.5,1962.3
239D3-U04,S004,2026-07-25,8.5,140.1,91.7,1970.8
239D3-U04,S004,2026-07-26,8.0,133.2,91.9,1978.8
239D3-U04,S004,2026-07-27,7.5,124.3,92.2,1986.3
239D3-U04,S004,2026-07-28,10.6,178.1,93.1,1996.9
239D3-U04,S004,2026-07-29,6.9,115.7,93.1,2003.8
